Time (Sec);S22;S1;S10;S11;S12;S13;S14;S15;S16;S17;S18;S19;S2;S20;S21;S3;S4;S5;S6;S7;S8;S9;
0.0;19160.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;
0.10333333333333332;19160.0;99.99899999999997;99.99899999999997;99.99899999999997;99.99899999999997;99.99899999999997;99.99899999999997;99.99899999999997;99.99899999999997;99.99899999999997;99.99899999999997;99.99899999999997;99.99899999999997;99.99899999999997;99.99899999999997;99.99899999999997;99.99899999999997;99.99899999999997;99.99899999999997;99.99899999999997;99.99899999999997;99.99899999999997;
0.2033333333333334;19160.0;99.99799999999993;99.99799999999993;99.99799999999993;99.99799999999993;99.99799999999993;99.99799999999993;99.99799999999993;99.99799999999993;99.99799999999993;99.99799999999993;99.99799999999993;99.99799999999993;99.99799999999993;99.99799999999993;99.99799999999993;99.99799999999993;99.99799999999993;99.99799999999993;99.99799999999993;99.99799999999993;99.99799999999993;
0.30333333333333345;19160.0;99.9969999999999;99.9969999999999;99.9969999999999;99.9969999999999;99.9969999999999;99.9969999999999;99.9969999999999;99.9969999999999;99.9969999999999;99.9969999999999;99.9969999999999;99.9969999999999;99.9969999999999;99.9969999999999;99.9969999999999;99.9969999999999;99.9969999999999;99.9969999999999;99.9969999999999;99.9969999999999;99.9969999999999;
0.40333333333333354;19160.0;99.99599999999987;99.99599999999987;99.99599999999987;99.99599999999987;99.99599999999987;99.99599999999987;99.99599999999987;99.99599999999987;99.99599999999987;99.99599999999987;99.99599999999987;99.99599999999987;99.99599999999987;99.99599999999987;99.99599999999987;99.99599999999987;99.99599999999987;99.99599999999987;99.99599999999987;99.99599999999987;99.99599999999987;
0.5033333333333336;19160.0;99.99499999999983;99.99499999999983;99.99499999999983;99.99499999999983;99.99499999999983;99.99499999999983;99.99499999999983;99.99499999999983;99.99499999999983;99.99499999999983;99.99499999999983;99.99499999999983;99.99499999999983;99.99499999999983;99.99499999999983;99.99499999999983;99.99499999999983;99.99499999999983;99.99499999999983;99.99499999999983;99.99499999999983;
0.6033333333333337;19160.0;99.9939999999998;99.9939999999998;99.9939999999998;99.9939999999998;99.9939999999998;99.9939999999998;99.9939999999998;99.9939999999998;99.9939999999998;99.9939999999998;99.9939999999998;99.9939999999998;99.9939999999998;99.9939999999998;99.9939999999998;99.9939999999998;99.9939999999998;99.9939999999998;99.9939999999998;99.9939999999998;99.9939999999998;
0.7033333333333338;19160.0;99.99299999999977;99.99299999999977;99.99299999999977;99.99299999999977;99.99299999999977;99.99299999999977;99.99299999999977;99.99299999999977;99.99299999999977;99.99299999999977;99.99299999999977;99.99299999999977;99.99299999999977;99.99299999999977;99.99299999999977;99.99299999999977;99.99299999999977;99.99299999999977;99.99299999999977;99.99299999999977;99.99299999999977;
0.8033333333333339;19160.0;99.99199999999973;99.99199999999973;99.99199999999973;99.99199999999973;99.99199999999973;99.99199999999973;99.99199999999973;99.99199999999973;99.99199999999973;99.99199999999973;99.99199999999973;99.99199999999973;99.99199999999973;99.99199999999973;99.99199999999973;99.99199999999973;99.99199999999973;99.99199999999973;99.99199999999973;99.99199999999973;99.99199999999973;
0.903333333333334;19160.0;99.9909999999997;99.9909999999997;99.9909999999997;99.9909999999997;99.9909999999997;99.9909999999997;99.9909999999997;99.9909999999997;99.9909999999997;99.9909999999997;99.9909999999997;99.9909999999997;99.9909999999997;99.9909999999997;99.9909999999997;99.9909999999997;99.9909999999997;99.9909999999997;99.9909999999997;99.9909999999997;99.9909999999997;
