Time (Sec);S22;S1;S10;S11;S12;S13;S14;S15;S16;S17;S18;S19;S2;S20;S21;S3;S4;S5;S6;S7;S8;S9;
0.0;19160.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;
0.10819199999999997;19160.0;99.97841279999996;99.96734319999995;99.97440719999996;99.97064639999995;99.97064639999995;99.97417839999996;99.97394959999995;99.96335359999993;99.96688559999994;99.97394959999995;99.97748159999996;99.96827439999994;99.97394959999995;99.97748159999996;99.97523839999995;99.96863199999994;99.97854159999996;99.97854159999996;99.97523839999995;99.97180639999995;99.97134879999994;
0.20819200000000002;19160.0;99.97741279999993;99.96634319999991;99.97340719999993;99.96964639999992;99.96964639999992;99.97317839999992;99.97294959999992;99.9623535999999;99.96588559999991;99.97294959999992;99.97648159999993;99.96727439999991;99.97294959999992;99.97648159999993;99.97423839999992;99.96763199999991;99.97754159999992;99.97754159999992;99.97423839999992;99.97080639999992;99.97034879999991;
0.3081920000000001;19160.0;99.97641279999989;99.96534319999988;99.97240719999989;99.96864639999988;99.96864639999988;99.97217839999989;99.97194959999989;99.96135359999987;99.96488559999987;99.97194959999989;99.9754815999999;99.96627439999988;99.97194959999989;99.9754815999999;99.97323839999989;99.96663199999988;99.97654159999989;99.97654159999989;99.97323839999989;99.96980639999988;99.96934879999988;
0.40819200000000017;19160.0;99.97541279999986;99.96434319999985;99.97140719999986;99.96764639999985;99.96764639999985;99.97117839999986;99.97094959999986;99.96035359999983;99.96388559999984;99.97094959999986;99.97448159999986;99.96527439999984;99.97094959999986;99.97448159999986;99.97223839999985;99.96563199999984;99.97554159999986;99.97554159999986;99.97223839999985;99.96880639999985;99.96834879999984;
0.5081920000000002;19160.0;99.97441279999983;99.96334319999981;99.97040719999983;99.96664639999982;99.96664639999982;99.97017839999982;99.96994959999982;99.9593535999998;99.96288559999981;99.96994959999982;99.97348159999983;99.96427439999981;99.96994959999982;99.97348159999983;99.97123839999982;99.96463199999981;99.97454159999982;99.97454159999982;99.97123839999982;99.96780639999982;99.96734879999981;
0.6081920000000003;19160.0;99.97341279999979;99.96234319999978;99.9694071999998;99.96564639999978;99.96564639999978;99.96917839999979;99.96894959999979;99.95835359999977;99.96188559999977;99.96894959999979;99.9724815999998;99.96327439999978;99.96894959999979;99.9724815999998;99.97023839999979;99.96363199999978;99.97354159999979;99.97354159999979;99.97023839999979;99.96680639999978;99.96634879999978;
0.7081920000000004;19160.0;99.97241279999976;99.96134319999975;99.96840719999976;99.96464639999975;99.96464639999975;99.96817839999976;99.96794959999976;99.95735359999973;99.96088559999974;99.96794959999976;99.97148159999976;99.96227439999974;99.96794959999976;99.97148159999976;99.96923839999975;99.96263199999974;99.97254159999976;99.97254159999976;99.96923839999975;99.96580639999975;99.96534879999975;
0.8081920000000006;19160.0;99.97141279999973;99.96034319999971;99.96740719999973;99.96364639999972;99.96364639999972;99.96717839999972;99.96694959999972;99.9563535999997;99.95988559999971;99.96694959999972;99.97048159999973;99.96127439999971;99.96694959999972;99.97048159999973;99.96823839999972;99.96163199999971;99.97154159999972;99.97154159999972;99.96823839999972;99.96480639999972;99.96434879999971;
0.9081920000000008;19160.0;99.97041279999969;99.95934319999968;99.9664071999997;99.96264639999968;99.96264639999968;99.96617839999969;99.96594959999969;99.95535359999967;99.95888559999968;99.96594959999969;99.9694815999997;99.96027439999968;99.96594959999969;99.9694815999997;99.96723839999969;99.96063199999968;99.97054159999969;99.97054159999969;99.96723839999969;99.96380639999968;99.96334879999968;
1.0;19160.0;99.96941279999966;99.95834319999965;99.96540719999966;99.96164639999965;99.96164639999965;99.96517839999966;99.96494959999966;99.95435359999964;99.95788559999964;99.96494959999966;99.96848159999966;99.95927439999964;99.96494959999966;99.96848159999966;99.96633839999966;99.95973199999965;99.96964159999966;99.96964159999966;99.96633839999966;99.96280639999965;99.96234879999965;
1.1003493333333347;19160.0;99.71740479999958;99.70159919999965;99.7039271999996;99.70963839999958;99.70016639999959;99.70843439999966;99.70820559999966;99.69760959999964;99.95688559999961;99.70820559999966;99.71173759999967;99.70726639999957;99.70820559999966;99.71173759999967;99.71433039999958;99.70298799999965;99.71763359999959;99.71289759999966;99.71433039999958;99.96180639999962;99.71034079999957;
1.2003493333333348;19160.0;99.46539679999951;99.44485519999965;99.44244719999953;99.4576303999995;99.43868639999953;99.45169039999966;99.45146159999966;99.44086559999964;99.95588559999958;99.45146159999966;99.45499359999967;99.4552583999995;99.45146159999966;99.45499359999967;99.46232239999951;99.44624399999965;99.46562559999951;99.45615359999967;99.46232239999951;99.96080639999958;99.4583327999995;
1.300349333333335;19160.0;99.21338879999944;99.18811119999965;99.18096719999947;99.20562239999943;99.17720639999946;99.19494639999967;99.19471759999966;99.18412159999964;99.95488559999954;99.19471759999966;99.19824959999967;99.20325039999942;99.19471759999966;99.19824959999967;99.21031439999943;99.18949999999965;99.21361759999944;99.19940959999967;99.21031439999943;99.95980639999955;99.20632479999942;
1.400349333333335;19160.0;98.96138079999936;98.93136719999966;98.91948719999941;98.95361439999935;98.9157263999994;98.93820239999967;98.93797359999967;98.92737759999964;99.95388559999951;98.93797359999967;98.94150559999967;98.95124239999934;98.93797359999967;98.94150559999967;98.95830639999936;98.93275599999966;98.96160959999936;98.94266559999967;98.95830639999936;99.95880639999952;98.95431679999935;
1.500349333333335;19160.0;98.70937279999929;98.67462319999966;98.65800719999935;98.70160639999928;98.65424639999934;98.68145839999967;98.68122959999967;98.67063359999965;99.95288559999948;98.68122959999967;98.68476159999967;98.69923439999927;98.68122959999967;98.68476159999967;98.70629839999928;98.67601199999966;98.70960159999929;98.68592159999967;98.70629839999928;99.95780639999948;98.70230879999927;
1.6003493333333352;19160.0;98.45736479999921;98.41787919999966;98.39652719999928;98.4495983999992;98.39276639999927;98.42471439999967;98.42448559999967;98.41388959999965;99.95188559999944;98.42448559999967;98.42801759999968;98.4472263999992;98.42448559999967;98.42801759999968;98.45429039999921;98.41926799999966;98.45759359999921;98.42917759999968;98.45429039999921;99.95680639999945;98.4503007999992;
1.7003493333333353;19160.0;98.20535679999914;98.16113519999966;98.13504719999922;98.19759039999913;98.13128639999921;98.16797039999967;98.16774159999967;98.15714559999965;99.95088559999941;98.16774159999967;98.17127359999968;98.19521839999912;98.16774159999967;98.17127359999968;98.20228239999913;98.16252399999966;98.20558559999914;98.17243359999968;98.20228239999913;99.95580639999942;98.19829279999912;
1.8003493333333354;19160.0;97.95334879999906;97.90439119999967;97.87356719999916;97.94558239999905;97.86980639999915;97.91122639999968;97.91099759999967;97.90040159999965;99.94988559999938;97.91099759999967;97.91452959999968;97.94321039999905;97.91099759999967;97.91452959999968;97.95027439999906;97.90577999999967;97.95357759999906;97.91568959999968;97.95027439999906;99.95480639999938;97.94628479999905;
1.9003493333333354;19160.0;97.70134079999899;97.64764719999967;97.6120871999991;97.69357439999898;97.60832639999909;97.65448239999968;97.65425359999968;97.64365759999966;99.94888559999934;97.65425359999968;97.65778559999968;97.69120239999897;97.65425359999968;97.65778559999968;97.69826639999899;97.64903599999967;97.70156959999899;97.65894559999968;97.69826639999899;99.95380639999935;97.69427679999897;
